============================================================
Total IDs     : 19417
Done IDs      : 0
Remaining IDs : 19417
Base domain   : www.glamira.com
Fallbacks     : 16
Concurrency   : 10
============================================================
[404] 99139 -> www.glamira.com
[404] 101773 -> www.glamira.com
[404] 99139 -> www.glamira.co.uk
[OK] 102518 -> www.glamira.com
[OK] 90619 -> www.glamira.com
[OK] 103508 -> www.glamira.com
[OK] 110936 -> www.glamira.com
[OK] 96922 -> www.glamira.com
[OK] 106696 -> www.glamira.com
[OK] 102866 -> www.glamira.com
[OK] 104507 -> www.glamira.com
[OK] 101773 -> www.glamira.co.uk
[404] 102236 -> www.glamira.com
[404] 99139 -> www.glamira.com.au
[OK] 110958 -> www.glamira.com
[OK] 110258 -> www.glamira.com
[OK] 110558 -> www.glamira.com
[404] 102236 -> www.glamira.co.uk
[OK] 96338 -> www.glamira.com
[OK] 110790 -> www.glamira.com
[OK] 101114 -> www.glamira.com
[OK] 108966 -> www.glamira.com
[OK] 95882 -> www.glamira.com
[404] 99139 -> www.glamira.ca
[OK] 96804 -> www.glamira.com
[404] 102127 -> www.glamira.com
[404] 102236 -> www.glamira.com.au
[OK] 96194 -> www.glamira.com
[OK] 110234 -> www.glamira.com
[OK] 103590 -> www.glamira.com
[404] 102127 -> www.glamira.co.uk
[OK] 109406 -> www.glamira.com
[OK] 96414 -> www.glamira.com
[OK] 105966 -> www.glamira.com
[404] 99139 -> www.glamira.ie
[404] 102236 -> www.glamira.ca
[OK] 98032 -> www.glamira.com
[404] 102127 -> www.glamira.com.au
[404] 102236 -> www.glamira.ie
[OK] 100740 -> www.glamira.com
[OK] 100138 -> www.glamira.com
[OK] 109483 -> www.glamira.com
[OK] 111172 -> www.glamira.com
[OK] 99048 -> www.glamira.com
[404] 102127 -> www.glamira.ca
[404] 99139 -> www.glamira.co.nz
[OK] 98188 -> www.glamira.com
[OK] 104105 -> www.glamira.com
[404] 102236 -> www.glamira.co.nz
[OK] 101747 -> www.glamira.com
[404] 100187 -> www.glamira.com
[404] 102127 -> www.glamira.ie
[OK] 105230 -> www.glamira.com
[OK] 107158 -> www.glamira.com
[OK] 111259 -> www.glamira.com
[404] 99139 -> www.glamira.sg
[404] 100187 -> www.glamira.co.uk
[404] 102236 -> www.glamira.sg
[OK] 107135 -> www.glamira.com
[404] 102127 -> www.glamira.co.nz
[404] 99139 -> www.glamira.hk
[OK] 98090 -> www.glamira.com
[OK] 100808 -> www.glamira.com
[OK] 99046 -> www.glamira.com
[404] 102127 -> www.glamira.sg
[404] 100187 -> www.glamira.com.au
[OK] 107264 -> www.glamira.com
[404] 102236 -> www.glamira.hk
[404] 108643 -> www.glamira.com
[OK] 110967 -> www.glamira.com
[404] 99139 -> www.glamira.in
[404] 100187 -> www.glamira.ca
[404] 102127 -> www.glamira.hk
[404] 108643 -> www.glamira.co.uk
[OK] 85233 -> www.glamira.com
[404] 91736 -> www.glamira.com
[OK] 86033 -> www.glamira.com
[404] 100187 -> www.glamira.ie
[404] 102236 -> www.glamira.in
[OK] 109430 -> www.glamira.com
[OK] 111164 -> www.glamira.com
[404] 99139 -> www.glamira.com.ph
[404] 102127 -> www.glamira.in
[404] 91736 -> www.glamira.co.uk
[404] 108643 -> www.glamira.com.au
[404] 100187 -> www.glamira.co.nz
[OK] 85748 -> www.glamira.com
[404] 99139 -> www.glamira.com.my
[OK] 102236 -> www.glamira.com.ph
[404] 102127 -> www.glamira.com.ph
[OK] 96931 -> www.glamira.com
[OK] 91870 -> www.glamira.com
[404] 91736 -> www.glamira.com.au
[OK] 109479 -> www.glamira.com
[404] 108643 -> www.glamira.ca
[404] 100187 -> www.glamira.sg
[404] 102127 -> www.glamira.com.my
[404] 99139 -> www.glamira.ae
[404] 91736 -> www.glamira.ca
[404] 108643 -> www.glamira.ie
[404] 100187 -> www.glamira.hk
[404] 91736 -> www.glamira.ie
[404] 102127 -> www.glamira.ae
[OK] 94888 -> www.glamira.com
[OK] 100847 -> www.glamira.com
[OK] 90855 -> www.glamira.com
[OK] 100276 -> www.glamira.com
[OK] 90475 -> www.glamira.com
[404] 100187 -> www.glamira.in
[404] 102127 -> www.glamira.co.za
[404] 99139 -> www.glamira.co.za
[404] 108643 -> www.glamira.co.nz
[404] 91736 -> www.glamira.co.nz
[404] 102127 -> www.glamira.co.id
[404] 99139 -> www.glamira.co.id
[OK] 101283 -> www.glamira.com
[404] 100187 -> www.glamira.com.ph
[OK] 106977 -> www.glamira.com
[404] 108643 -> www.glamira.sg
[OK] 110106 -> www.glamira.com
[404] 91736 -> www.glamira.sg
[OK] 96035 -> www.glamira.com
[OK] 85817 -> www.glamira.com
[404] 102127 -> www.glamira.co.th
[404] 99139 -> www.glamira.co.th
[404] 100187 -> www.glamira.com.my
[404] 108643 -> www.glamira.hk
[404] 91736 -> www.glamira.hk
[OK] 96466 -> www.glamira.com
[404] 100187 -> www.glamira.ae
[404] 108643 -> www.glamira.in
[404] 91736 -> www.glamira.in
[OK] 102704 -> www.glamira.com
[OK] 101904 -> www.glamira.com
[OK] 110583 -> www.glamira.com
[404] 99139 -> www.glamira.com.kw
[OK] 103618 -> www.glamira.com
[404] 102127 -> www.glamira.com.kw
[404] 100187 -> www.glamira.co.za
[404] 108643 -> www.glamira.com.ph
[OK] 106305 -> www.glamira.com
[404] 91736 -> www.glamira.com.ph
[404] 99139 -> www.glamira.africa
[FAILED ALL DOMAINS] 99139
[404] 102127 -> www.glamira.africa
[FAILED ALL DOMAINS] 102127
[OK] 100613 -> www.glamira.com
[404] 108643 -> www.glamira.com.my
[404] 100187 -> www.glamira.co.id
[OK] 93165 -> www.glamira.com
[OK] 104326 -> www.glamira.com
[OK] 103501 -> www.glamira.com
[404] 91736 -> www.glamira.com.my
[OK] 95566 -> www.glamira.com
[404] 100187 -> www.glamira.co.th
[404] 108643 -> www.glamira.ae
[OK] 104324 -> www.glamira.com
[404] 91736 -> www.glamira.ae
[404] 108643 -> www.glamira.co.za
[OK] 100161 -> www.glamira.com
[OK] 96037 -> www.glamira.com
[404] 102230 -> www.glamira.com
[OK] 97209 -> www.glamira.com
[404] 100187 -> www.glamira.com.kw
[OK] 96469 -> www.glamira.com
[404] 108643 -> www.glamira.co.id
[OK] 92326 -> www.glamira.com
[404] 91736 -> www.glamira.co.za
[404] 102230 -> www.glamira.co.uk
[404] 106963 -> www.glamira.com
[OK] 110225 -> www.glamira.com
[404] 100187 -> www.glamira.africa
[FAILED ALL DOMAINS] 100187
[404] 91736 -> www.glamira.co.id
[404] 108643 -> www.glamira.co.th
[404] 80356 -> www.glamira.com
[OK] 106036 -> www.glamira.com
[404] 106963 -> www.glamira.co.uk
[OK] 93150 -> www.glamira.com
